KOI,pRad,pRad_err,pPer,pPer_err,pNum 
id,earth_rad,earth_rad,days,days,int 
K02227.01,2.399,0.17,65.6480892,0.000549,1.0 
K05812.01,1.147,0.22,3.1318392,0.000682,1.0 
K04447.01,0.98,0.0965,2.18660188,1.06e-05,1.0 
K04577.01,2.214,0.49,105.997107,0.00127,1.0 
K04577.02,0.963,0.15,3.07365139,2.8e-05,2.0 
K00429.01,4.12,0.149,8.600099313,5.05e-06,1.0 
K03280.01,2.285,0.17,47.1607932,0.000436,1.0 
K05817.01,1.553,0.205,113.083522,0.00239,1.0 
K07354.01,1.264,0.3,43.2675604,0.000824,1.0 
K00750.01,2.95,0.1835,21.67699193,7.01e-05,1.0 
K00750.02,1.18,0.04,5.04413987,3.52e-05,2.0 
K00750.03,1.45,0.1,14.516741,0.000156,3.0 
K05819.01,2.121,0.3415,381.37504,0.0364,1.0 
K07358.01,1.26,0.1585,11.3251153,0.00025,1.0 
K07359.01,2.26,0.09,4.237447181,9.04e-06,1.0 
K04360.01,0.959,0.2205,2.71603664,1.41e-05,1.0 
K04804.01,2.08,0.1045,21.08678557,8.39e-05,1.0 
K00599.01,2.682,0.295,6.45442931,1.25e-05,1.0 
K07361.01,1.16,0.2235,0.92623983,1.17e-05,1.0 
K00751.01,2.78,0.1135,4.99677968,1.39e-05,1.0 
K02317.01,1.265,0.2285,3.78861833,2.29e-05,1.0 
K01637.01,1.7,0.175,2.97041801,1.07e-05,1.0 
K06228.01,1.88,0.07,21.0907909,0.000147,1.0 
K00430.01,2.53,0.085,12.37646897,1.38e-05,1.0 
K00430.02,0.84,0.223,9.340538,0.000105,2.0 
K01302.01,3.226,0.145,55.6391882,0.00021,1.0 
K02327.01,1.612,0.485,5.60013327,2.03e-05,1.0 
K02327.02,1.554,0.0705,46.331703,0.000829,2.0 
K05825.01,1.949,0.345,208.047137,0.00933,1.0 
K01304.01,1.681,0.3615,4.59726613,2.46e-05,1.0 
K05826.01,1.53,0.105,30.561533,0.000326,1.0 
K04891.01,1.443,0.375,4.7309013,4.08e-05,1.0 
K07370.01,0.96,0.0815,4.48538145,5e-05,1.0 
K05827.01,0.79,0.175,6.10968225,6.03e-05,1.0 
K02871.01,1.079,0.32,12.0999065,0.000109,1.0 
K02871.02,0.895,0.115,5.36375016,3.9e-05,2.0 
K02871.04,0.767,0.04,7.9788198,0.000126,3.0 
K02373.01,2.867,0.403,147.281212,0.00121,1.0 
K04801.01,2.29,0.1045,82.401274,0.00186,1.0 
K02378.01,1.121,0.137,4.76702759,2.46e-05,1.0 
K07376.01,1.216,0.28,1.284241817,6.54e-06,1.0 
K02736.01,2.39,0.1775,9.33648141,3.48e-05,1.0 
K07378.01,3.29,0.115,8.7396758,0.000309,1.0 
K07378.02,3.58,0.154,56.391062,0.00484,2.0 
K08033.01,2.23,0.16,362.13187,0.013,1.0 
K01946.01,2.795,0.21,8.29482811,2.18e-05,1.0 
K07380.01,1.219,0.0745,15.9474242,0.000156,1.0 
K00755.01,2.308,0.0635,2.525591777,3.76e-06,1.0 
K02075.01,1.3,0.0715,2.053341891,7.4e-06,1.0 
K00432.01,3.822,0.189,5.263415218,3.37e-06,1.0 
K02368.01,1.672,0.2265,8.07127043,5.17e-05,1.0 
K02080.01,2.911,0.1005,83.4887405,0.000589,1.0 
K02080.02,2.928,0.133,34.0607677,0.000137,2.0 
K07383.01,1.2,0.2,50.0122,0.00125,1.0 
K01303.01,3.29,0.28,34.2966363,0.000229,1.0 
K04597.01,0.78,0.305,4.82025124,5.53e-05,1.0 
K00535.01,5.627,0.245,5.852968845,4.98e-06,1.0 
K02305.01,2.719,0.405,31.0325991,0.000204,1.0 
K01641.01,1.72,0.171,4.8538404,3.5e-05,1.0 
K02936.01,1.26,0.32,6.4802138,4.15e-05,1.0 
K03484.01,3.53,0.1765,84.704139,0.00186,1.0 
K02957.01,0.76,0.3705,4.64490141,3.84e-05,1.0 
K04503.01,1.66,0.163,5.89089509,4.02e-05,1.0 
K02200.01,1.69,0.2585,3.17059731,1e-05,1.0 
K02770.01,2.11,0.4165,205.385912,0.00205,1.0 
K00477.01,2.052,0.285,16.54295261,5.36e-05,1.0 
K04499.01,1.212,0.545,5.19898615,3.91e-05,1.0 
K01310.01,4.23,0.115,19.12947603,7.57e-05,1.0 
K01310.02,3.33,0.4275,144.688915,0.00506,2.0 
K00536.01,3.814,0.278,81.1701587,0.000384,1.0 
K02177.01,2.5,0.175,62.8917493,0.000464,1.0 
K04692.02,0.72,0.14,7.6720844,0.000155,1.0 
K00758.01,3.1,0.283,16.01308419,4.85e-05,1.0 
K06233.01,2.25,0.035,16.17803,0.051,1.0 
K05849.01,1.13,0.1775,21.512259,0.000516,1.0 
K01643.01,1.923,0.12,11.04605365,7.01e-05,1.0 
K07400.01,1.095,0.175,4.15736472,3.94e-05,1.0 
K01420.01,4.44,0.1605,13.35151248,1.62e-05,1.0 
K01429.01,5.552,0.1165,205.912735,0.00117,1.0 
K08039.01,0.964,0.84,43.9438891,0.000847,1.0 
K01435.01,3.502,0.655,40.7150498,0.000138,1.0 
K01435.02,2.18,0.402,10.44635944,2.43e-05,2.0 
K02580.01,1.59,0.165,3.11604194,1.19e-05,1.0 
K01646.01,0.88,0.125,3.72020708,1.76e-05,1.0 
K07404.01,1.613,0.325,1.817079849,7.32e-06,1.0 
K04852.01,1.165,0.5,1.89873195,1.11e-05,1.0 
K00537.01,2.688,0.275,2.820190603,3.59e-06,1.0 
K02206.01,1.437,0.167,1.834277283,7.85e-06,1.0 
K02759.01,1.01,0.11,1.07808492,2.02e-06,1.0 
K05863.01,0.874,0.385,8.67237968,7.69e-05,1.0 
K02485.02,1.36,0.374,3.60082855,1.73e-05,1.0 
K02485.01,1.68,0.1015,9.99115241,5.86e-05,2.0 
K02485.03,1.4,0.3485,5.72716067,3.05e-05,3.0 
K00480.01,2.256,0.42,4.30165843,3.67e-06,1.0 
K07411.01,0.738,0.27,1.88912273,2.54e-05,1.0 
K03027.01,1.36,0.079,6.07032548,3.17e-05,1.0 
K05874.01,2.473,0.1945,287.33114,0.0113,1.0 
K00762.01,2.545,0.12,4.49876511,1.78e-05,1.0 
K01430.01,2.11,0.266,10.47548084,1.8e-05,1.0 
K01430.03,2.63,0.1235,77.4740991,0.000359,2.0 
K01430.02,2.08,0.05,22.92886314,8.54e-05,3.0 
K01648.01,2.43,0.068,38.3262237,0.000273,1.0 
K03281.01,1.615,0.065,47.0320478,0.000719,1.0 
K02497.01,2.78,0.085,48.4313003,0.000355,1.0 
K01804.01,5.1,0.07,5.90741476,3.94e-05,1.0 
K02460.01,1.51,0.31,11.32269749,9.54e-05,1.0 
K07426.01,0.97,0.066,6.96197304,7.93e-05,1.0 
K03933.01,1.32,0.13,3.490785878,6.04e-06,1.0 
K01972.01,2.88,0.154,17.79108667,4.41e-05,1.0 
K01972.02,1.0,0.224,1.226223959,4.43e-06,2.0 
K01425.01,2.29,0.105,2.05388477,3.36e-06,1.0 
K02816.01,1.308,0.13,1.289590179,3.84e-06,1.0 
K04622.01,1.56,0.1,207.24785,0.00263,1.0 
K04622.02,0.73,0.195,4.50158249,3.41e-05,2.0 
K07432.01,1.03,0.1175,13.1538409,0.000527,1.0 
K07434.01,0.951,0.145,5.704593,4.44e-05,1.0 
K01433.01,2.052,0.48,19.80787763,9.42e-05,1.0 
K07435.01,0.795,0.125,1.36752316,6.44e-06,1.0 
K08047.01,1.98,0.1,302.34971,0.0101,1.0 
K07437.01,0.955,0.165,1.9997244,1.98e-05,1.0 
K00764.01,5.5,0.555,41.43958662,7.56e-05,1.0 
K04666.01,1.49,0.195,12.4019263,0.00027,1.0 
K01650.01,3.016,0.153,6.53194024,2.28e-05,1.0 
K01650.02,4.249,0.1205,100.8276725,0.000799,2.0 
K01651.01,2.149,0.075,51.3011844,0.000602,1.0 
K04735.01,0.85,0.035,2.87998334,2.43e-05,1.0 
K05885.01,1.87,0.245,111.149082,0.00238,1.0 
K04509.01,0.97,0.1265,12.003678,0.000101,1.0 
K01441.01,1.547,0.186,8.50698069,3.61e-05,1.0 
K04464.01,1.23,0.065,4.373570433,9.26e-06,1.0 
K02163.01,1.76,0.12,10.66489514,4.55e-05,1.0 
K02163.02,1.6,0.142,17.7838298,0.000131,2.0 
K02163.03,1.59,1.265,28.2251049,0.000338,3.0 
K02551.01,1.53,0.235,16.4793229,0.000173,1.0 
K00765.01,2.31,0.3035,8.35389523,1.52e-05,1.0 
K05892.01,1.392,0.495,37.959659,0.0011,1.0 
K02482.01,2.473,0.184,45.0909201,0.000475,1.0 
K05895.01,1.16,0.04,11.8307724,0.000294,1.0 
K02171.01,1.464,0.475,3.53232429,2.29e-05,1.0 
K07445.01,1.3,0.085,6.933574,0.00012,1.0 
K01885.01,2.303,0.242,5.65378163,1.11e-05,1.0 
K02836.01,1.134,0.095,2.94194296,1.32e-05,1.0 
K08223.01,2.2,0.4,66.716453,0.00194,1.0 
K05899.01,1.023,0.37,58.669218,0.00108,1.0 
K08055.01,0.86,0.365,4.40660737,4.12e-05,1.0 
K03131.01,1.21,0.135,10.9294815,0.000131,1.0 
K03365.01,1.981,0.1825,22.1270885,0.000257,1.0 
K05902.01,1.27,0.1865,150.728285,0.00233,1.0 
K00769.01,2.662,0.4485,4.280963604,6.14e-06,1.0 
K06239.01,1.77,0.23,406.496216,0.00764,1.0 
K02620.01,2.27,0.112,16.0573291,0.000107,1.0 
K01434.01,1.18,0.175,2.343230566,7.67e-06,1.0 
K02318.01,1.25,0.18,10.45839865,5.78e-05,1.0 
K00483.01,2.517,0.1,4.79860021,5.33e-06,1.0 
K02296.01,2.01,0.355,106.247882,0.0019,1.0 
K03120.01,1.43,0.1065,4.13592927,2.81e-05,1.0 
K04586.01,2.36,0.18,75.2116373,0.000661,1.0 
K00773.01,2.644,0.235,38.3775486,0.00016,1.0 
K04232.01,1.33,0.378,2.61576515,1.62e-05,1.0 
K04748.01,1.306,0.32,6.64754478,4.14e-05,1.0 
K03104.01,1.75,0.2315,1.236866732,4.11e-06,1.0 
K05909.01,1.36,0.455,7.07987663,9.1e-05,1.0 
K02226.01,2.462,0.34,8.46354384,2.2e-05,1.0 
K02361.01,1.875,0.055,5.78387049,1.54e-05,1.0 
K00354.01,2.27,0.05,15.95995611,2.47e-05,1.0 
K00354.02,1.11,0.28,7.37867551,3.75e-05,2.0 
K05913.01,1.97,0.23,89.366114,0.002,1.0 
K01437.01,1.683,0.185,7.01733571,5.17e-05,1.0 
K05917.01,2.285,0.1725,41.9934673,0.000497,1.0 
K05918.01,1.46,0.1615,94.67782,0.00657,1.0 
K07460.01,1.22,0.1285,5.70509519,4.17e-05,1.0 
K01424.01,1.523,0.1365,1.219568047,1.07e-06,1.0 
K03022.01,1.106,0.325,2.76263737,1.62e-05,1.0 
K03022.02,1.074,0.11,5.05368985,5.08e-05,2.0 
K01876.01,2.45,0.2125,82.5341188,0.000282,1.0 
K02550.01,1.989,0.1585,18.0243482,0.000115,1.0 
K04566.01,1.574,0.22,3.94660745,3.16e-05,1.0 
K07467.01,0.836,0.11,7.20558084,9.03e-05,1.0 
K04643.01,1.207,0.505,5.59346375,4.3e-05,1.0 
K00541.01,2.248,0.1605,13.64617478,3.41e-05,1.0 
K03370.02,1.23,0.2495,5.94228603,7.91e-05,1.0 
K03370.01,1.52,0.32,24.352541,0.00141,2.0 
K01965.01,1.263,0.144,2.514628496,4.43e-06,1.0 
K02791.01,2.193,0.1205,27.5722144,0.000224,1.0 
K00542.01,2.963,0.1055,41.8854433,0.000151,1.0 
K00542.02,1.846,0.1065,13.81733587,9.26e-05,2.0 
K02355.01,1.436,0.12,1.217000383,2.87e-06,1.0 
K04510.01,1.31,0.194,5.17624997,6.41e-05,1.0 
K07470.01,2.112,0.164,392.50115,0.0334,1.0 
K02376.01,2.096,0.09,18.8262877,0.000111,1.0 
K02199.01,1.828,0.1265,9.03326435,8.04e-05,1.0 
K02199.02,1.1,0.1755,3.05293416,2.81e-05,2.0 
K08061.01,0.57,0.06,0.719741,0.000503,1.0 
K08063.01,2.102,0.08,405.35457,0.0123,1.0 
K03115.01,1.803,0.0975,5.8660127,4.64e-05,1.0 
K02310.01,1.896,0.1465,16.4581861,5.98e-05,1.0 
K04444.01,1.14,0.3735,5.94373492,2.99e-05,1.0 
K01906.01,3.61,0.3335,8.710442022,7.91e-06,1.0 
K07479.01,1.31,0.1285,7.1969168,0.000148,1.0 
K04878.01,1.042,0.25,449.01499,0.0206,1.0 
K03344.02,1.262,0.248,3.63898953,2.13e-05,1.0 
K03344.01,1.409,0.182,11.6044881,0.000113,2.0 
K03344.03,2.13,0.1735,208.54335,0.0166,3.0 
K00776.01,5.941,0.122,3.728732147,9.36e-07,1.0 
K02467.01,1.559,0.045,5.05661302,3.07e-05,1.0 
K01494.01,2.04,0.2225,8.19596647,4e-05,1.0 
K07483.01,0.68,0.178,16.9163386,0.000391,1.0 
K01833.01,1.74,0.1175,3.69298623,7.32e-06,1.0 
K01833.02,2.58,0.08,7.68433346,1.41e-05,2.0 
K01833.03,1.51,0.53,5.70940795,1.83e-05,3.0 
K03445.01,4.47,0.107,82.303914,0.00144,1.0 
K00120.01,2.41,0.1,20.5452375,0.000143,1.0 
K01510.01,1.63,0.091,0.839961456,1.37e-06,1.0 
K08232.01,3.31,0.1015,189.183958,0.00421,1.0 
K01828.01,5.558,0.1735,99.7468804,0.000394,1.0 
K07489.01,0.717,0.49,0.565713361,2.32e-06,1.0 
K08068.01,1.28,0.146,9.4640413,0.00028,1.0 
K03312.01,2.226,0.16,18.0939004,0.000229,1.0 
K00780.01,2.323,0.19,2.337437946,1.95e-06,1.0 
K03408.01,2.661,0.15,65.427645,0.00109,1.0 
K05943.01,1.5,0.225,27.2020672,0.000253,1.0 
K00782.01,8.746,0.13,6.575315881,3.73e-06,1.0 
K02647.01,1.585,0.815,8.83929462,4.93e-05,1.0 
K02820.01,1.22,0.595,3.00912491,1.46e-05,1.0 
K04893.01,1.21,0.145,6.58753699,7.86e-05,1.0 
K04862.01,1.08,0.77,0.903763067,2.19e-06,1.0 
K05948.01,1.433,0.5805,398.51312,0.0193,1.0 
K07506.01,2.254,0.09,11.8436119,0.000314,1.0 
K02106.01,1.705,0.25,9.75374033,4.46e-05,1.0 
K00783.01,4.86,0.279,7.275040844,4.68e-06,1.0 
K05950.01,1.0,0.125,109.43946,0.00302,1.0 
K02996.01,1.77,0.241,15.9314412,0.000133,1.0 
K03261.01,1.524,0.138,12.27057043,6.86e-05,1.0 
K00484.01,2.444,0.821,17.20522898,2.46e-05,1.0 
K02061.02,1.007,0.257,1.090011003,5.82e-06,1.0 
K07510.01,1.04,0.0845,5.60682001,5.79e-05,1.0 
K00785.01,2.819,0.1435,12.3935651,3.93e-05,1.0 
K04914.01,1.261,0.095,5.47455167,5.69e-05,1.0 
K05952.01,1.986,0.198,164.507439,0.00452,1.0 
K05954.01,0.999,0.252,73.908995,0.00189,1.0 
K00786.01,2.475,0.1575,3.689920099,8.98e-06,1.0 
K02155.01,1.681,0.71,4.3394569,1.07e-05,1.0 
K00547.01,3.755,0.16,25.30291816,2.89e-05,1.0 
K00547.02,0.993,0.22,7.34672485,8.26e-05,2.0 
K00547.03,1.11,0.127,12.3860474,0.000159,3.0 
K03260.01,3.068,0.18,56.6746666,0.000415,1.0 
K05959.01,1.74,0.101,251.48808,0.0378,1.0 
K03105.01,1.04,0.16,4.21223579,7.93e-05,1.0 
K05960.01,1.62,0.343,32.4185265,0.000807,1.0 
K04590.01,1.75,0.2,9.54060855,7.09e-05,1.0 
K02449.01,2.653,0.157,53.3580444,0.000571,1.0 
K02449.02,1.46,0.1215,0.912351255,5.86e-06,2.0 
K01506.01,3.224,0.216,40.4286676,0.000181,1.0 
K02264.01,1.557,0.24,33.2407985,0.000279,1.0 
K02264.02,0.91,0.178,7.25101997,4.48e-05,2.0 
K04595.01,1.09,0.0895,0.597018404,1.08e-06,1.0 
K08077.01,1.29,0.08,77.177672,0.00111,1.0 
K01522.01,2.583,0.4325,33.3856176,0.000141,1.0 
K01522.02,1.06,0.425,12.654896,0.000174,2.0 
K05964.01,0.944,0.11,32.033211,0.000519,1.0 
K02059.01,0.79,0.75,6.14728341,2.15e-05,1.0 
K05965.01,1.69,0.215,43.3975622,0.000883,1.0 
K00787.01,3.505,0.3335,4.431238488,6.11e-06,1.0 
K00787.02,3.95,0.185,11.37936986,2.42e-05,2.0 
K00787.03,1.004,0.372,0.589376952,6.48e-06,3.0 
K01503.01,4.6,0.0925,150.2412582,0.000549,1.0 
K00788.01,3.07,0.065,26.39432897,5.72e-05,1.0 
K01476.01,4.469,0.1,56.3587987,0.000266,1.0 
K04895.01,1.047,0.105,12.460565,0.000211,1.0 
K04895.02,1.72,0.324,47.5571352,0.000725,2.0 
K05971.01,1.08,0.102,493.30572,0.0101,1.0 
K02424.01,1.86,0.096,11.94019101,7.1e-05,1.0 
K02745.01,2.492,0.045,15.64588656,7.42e-05,1.0 
K07535.01,4.11,0.025,15.09984259,7.87e-05,1.0 
K02543.01,1.37,0.145,1.302017467,3.3e-06,1.0 
K00790.01,2.742,0.2205,8.47237911,1.56e-05,1.0 
K00790.02,2.497,0.44,60.4189369,0.000504,2.0 
K02154.01,3.909,0.0935,11.92979348,6.66e-05,1.0 
K02353.01,2.4,0.5,5.186737262,7.37e-06,1.0 
K07539.01,1.346,0.315,15.3416245,0.000128,1.0 
K08238.01,2.73,0.3915,495.662346,0.00674,1.0 
K04714.01,1.18,0.0895,2.049602348,8.79e-06,1.0 
K07540.01,0.83,0.214,21.980467,0.000452,1.0 
K02853.01,1.12,0.08,1.407020118,4.37e-06,1.0 
K01583.01,2.33,0.18,8.04727721,2.89e-05,1.0 
K04497.01,1.09,0.2095,6.83006228,7.27e-05,1.0 
K04530.01,1.132,0.46,12.6362048,0.000199,1.0 
K03848.01,2.014,0.07,1.847892736,2.46e-06,1.0 
K00298.01,1.5,0.216,19.96367208,5e-05,1.0 
K00298.02,1.62,0.211,57.3840375,0.000364,2.0 
K00487.01,2.124,0.413,7.65880048,1.33e-05,1.0 
K02184.02,2.17,0.275,95.906433,0.00126,1.0 
